IBAN,IBAN-uri cheltuieli sectoare speciale actualizat 30.06.2014,http://static.anaf.ro/static/10/Anaf/Aplicatii/OP_FV/opfv2013/IBAN_ch_ss_30062014.txt,DENUMIRE,,,,
RO88TREZ23A530000810000X,CERCETARE FUNDAMENTALA SI CERCETARE DEZVOLTARE,RAMBURSARI DE CREDITE,,,,,
RO82TREZ23A530000850000X,CERCETARE FUNDAMENTALA SI CERCETARE DEZVOLTARE,PLATI EFECTUATE IN ANII PRECEDENTI SI RECUPERATE IN ANUL CURENT,,,,,
RO57TREZ23A540000100000X,ALTE SERVICII PUBLICE GENERALE,CHELTUIELI DE PERSONAL,,,,,
RO42TREZ23A540000200000X,ALTE SERVICII PUBLICE GENERALE,BUNURI SI SERVICII,,,,,
RO27TREZ23A540000300000X,ALTE SERVICII PUBLICE GENERALE,DOBANZI,,,,,
RO12TREZ23A540000400000X,ALTE SERVICII PUBLICE GENERALE,SUBVENTII,,,,,
RO44TREZ23A540000510000X,ALTE SERVICII PUBLICE GENERALE,TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,,
RO38TREZ23A540000550000X,ALTE SERVICII PUBLICE GENERALE,ALTE TRANSFERURI,,,,,
RO85TREZ23A540000560000X,ALTE SERVICII PUBLICE GENERALE,PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,,
RO35TREZ23A540000570000X,ALTE SERVICII PUBLICE GENERALE,ASISTENTA SOCIALA,,,,,
RO32TREZ23A540000590000X,ALTE SERVICII PUBLICE GENERALE,ALTE CHELTUIELI,,,,,
RO23TREZ23A540000650000X,ALTE SERVICII PUBLICE GENERALE,CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,,,,,
RO14TREZ23A540000710000X,ALTE SERVICII PUBLICE GENERALE,ACTIVE NEFINANCIARE,,,,,
RO61TREZ23A540000720000X,ALTE SERVICII PUBLICE GENERALE,ACTIVE FINANCIARE,,,,,
RO08TREZ23A540000750000X,ALTE SERVICII PUBLICE GENERALE,FONDUL NATIONAL DE DEZVOLTARE,,,,,
RO08TREZ23A540000750000X,ALTE SERVICII PUBLICE GENERALE,Alte servicii publice generale,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO08TREZ23A540000750000X,ALTE SERVICII PUBLICE GENERALE,Alte servicii publice generale,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO08TREZ23A540000750000X,ALTE SERVICII PUBLICE GENERALE,Alte servicii publice generale,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO49TREZ23A540000800000X,ALTE SERVICII PUBLICE GENERALE,IMPRUMUTURI,,,,,
RO96TREZ23A540000810000X,ALTE SERVICII PUBLICE GENERALE,RAMBURSARI DE CREDITE,,,,,
RO90TREZ23A540000850000X,ALTE SERVICII PUBLICE GENERALE,PLATI EFECTUATE IN ANII PRECEDENTI SI RECUPERATE IN ANUL CURENT,,,,,
RO65TREZ23A550000100000X,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,CHELTUIELI DE PERSONAL,,,,,
RO50TREZ23A550000200000X,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,BUNURI SI SERVICII,,,,,
RO35TREZ23A550000300000X,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,DOBANZI,,,,,
RO20TREZ23A550000400000X,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,SUBVENTII,,,,,
RO52TREZ23A550000510000X,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,,
RO46TREZ23A550000550000X,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,ALTE TRANSFERURI,,,,,
RO93TREZ23A550000560000X,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,,
RO43TREZ23A550000570000X,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,ASISTENTA SOCIALA,,,,,
RO40TREZ23A550000590000X,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,ALTE CHELTUIELI,,,,,
RO31TREZ23A550000650000X,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,,,,,
RO22TREZ23A550000710000X,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,ACTIVE NEFINANCIARE,,,,,
RO69TREZ23A550000720000X,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,ACTIVE FINANCIARE,,,,,
RO16TREZ23A550000750000X,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,FONDUL NATIONAL DE DEZVOLTARE,,,,,
RO16TREZ23A550000750000X,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,Tranzactii privind datoria publica si imprumuturi,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO16TREZ23A550000750000X,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,Tranzactii privind datoria publica si imprumuturi,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO16TREZ23A550000750000X,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,Tranzactii privind datoria publica si imprumuturi,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO57TREZ23A550000800000X,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,IMPRUMUTURI,,,,,
RO07TREZ23A550000810000X,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,RAMBURSARI DE CREDITE,,,,,
RO98TREZ23A550000850000X,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,PLATI EFECTUATE IN ANII PRECEDENTI SI RECUPERATE IN ANUL CURENT,,,,,
RO73TREZ23A560000100000X,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,CHELTUIELI DE PERSONAL,,,,,
RO58TREZ23A560000200000X,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,BUNURI SI SERVICII,,,,,
RO43TREZ23A560000300000X,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,DOBANZI,,,,,
RO28TREZ23A560000400000X,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,SUBVENTII,,,,,
RO60TREZ23A560000510000X,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,,
RO54TREZ23A560000550000X,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,ALTE TRANSFERURI,,,,,
RO04TREZ23A560000560000X,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,,
RO51TREZ23A560000570000X,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,ASISTENTA SOCIALA,,,,,
RO48TREZ23A560000590000X,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,ALTE CHELTUIELI,,,,,
RO39TREZ23A560000650000X,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,,,,,
RO30TREZ23A560000710000X,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,ACTIVE NEFINANCIARE,,,,,
RO77TREZ23A560000720000X,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,ACTIVE FINANCIARE,,,,,
RO24TREZ23A560000750000X,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,FONDUL NATIONAL DE DEZVOLTARE,,,,,
RO24TREZ23A560000750000X,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,Transferuri cu caracter general intre diferite nivele ale administratiei,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO24TREZ23A560000750000X,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,Transferuri cu caracter general intre diferite nivele ale administratiei,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO24TREZ23A560000750000X,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,Transferuri cu caracter general intre diferite nivele ale administratiei,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO65TREZ23A560000800000X,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,IMPRUMUTURI,,,,,
RO15TREZ23A560000810000X,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,RAMBURSARI DE CREDITE,,,,,
RO09TREZ23A560000850000X,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,PLATI EFECTUATE IN ANII PRECEDENTI SI RECUPERATE IN ANUL CURENT,,,,,
RO32TREZ23A570000750000X,CHELTUIELI ALE BUGETULUI LOCAL,PLATI EFECTUATE IN ANII PRECEDENTI SI RECUPERATE IN ANUL CURENT,Transferuri cu caracter general intre diferite nivele ale administratiei,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,
RO32TREZ23A570000750000X,CHELTUIELI ALE BUGETULUI LOCAL,PLATI EFECTUATE IN ANII PRECEDENTI SI RECUPERATE IN ANUL CURENT,,,,,
RO32TREZ23A570000750000X,CHELTUIELI ALE BUGETULUI LOCAL,PLATI EFECTUATE IN ANII PRECEDENTI SI RECUPERATE IN ANUL CURENT,,,,,
RO08TREZ23A600000100000X,APARARE,CHELTUIELI DE PERSONAL,,,,,
RO90TREZ23A600000200000X,APARARE,BUNURI SI SERVICII,,,,,
RO75TREZ23A600000300000X,APARARE,DOBANZI,,,,,
RO60TREZ23A600000400000X,APARARE,SUBVENTII,,,,,
RO92TREZ23A600000510000X,APARARE,TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,,
RO86TREZ23A600000550000X,APARARE,ALTE TRANSFERURI,,,,,
RO36TREZ23A600000560000X,APARARE,PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,,
RO83TREZ23A600000570000X,APARARE,ASISTENTA SOCIALA,,,,,
RO80TREZ23A600000590000X,APARARE,ALTE CHELTUIELI,,,,,
RO71TREZ23A600000650000X,APARARE,CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,,,,,
RO62TREZ23A600000710000X,APARARE,ACTIVE NEFINANCIARE,,,,,
RO12TREZ23A600000720000X,APARARE,ACTIVE FINANCIARE,,,,,
RO56TREZ23A600000750000X,APARARE,FONDUL NATIONAL DE DEZVOLTARE,,,,,
RO56TREZ23A600000750000X,APARARE,Aparare,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO56TREZ23A600000750000X,APARARE,Aparare,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO56TREZ23A600000750000X,APARARE,Aparare,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO97TREZ23A600000800000X,APARARE,IMPRUMUTURI,,,,,
RO47TREZ23A600000810000X,APARARE,RAMBURSARI DE CREDITE,,,,,
RO41TREZ23A600000850000X,APARARE,PLATI EFECTUATE IN ANII PRECEDENTI SI RECUPERATE IN ANUL CURENT,,,,,
RO16TREZ23A610000100000X,ORDINE PUBLICA SI SIGURANTA NATIONALA,CHELTUIELI DE PERSONAL,,,,,
RO98TREZ23A610000200000X,ORDINE PUBLICA SI SIGURANTA NATIONALA,BUNURI SI SERVICII,,,,,
RO83TREZ23A610000300000X,ORDINE PUBLICA SI SIGURANTA NATIONALA,DOBANZI,,,,,
RO68TREZ23A610000400000X,ORDINE PUBLICA SI SIGURANTA NATIONALA,SUBVENTII,,,,,
RO03TREZ23A610000510000X,ORDINE PUBLICA SI SIGURANTA NATIONALA,TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,,
RO94TREZ23A610000550000X,ORDINE PUBLICA SI SIGURANTA NATIONALA,ALTE TRANSFERURI,,,,,
RO44TREZ23A610000560000X,ORDINE PUBLICA SI SIGURANTA NATIONALA,PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,,
RO91TREZ23A610000570000X,ORDINE PUBLICA SI SIGURANTA NATIONALA,ASISTENTA SOCIALA,,,,,
RO88TREZ23A610000590000X,ORDINE PUBLICA SI SIGURANTA NATIONALA,ALTE CHELTUIELI,,,,,
RO79TREZ23A610000650000X,ORDINE PUBLICA SI SIGURANTA NATIONALA,CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,,,,,
RO70TREZ23A610000710000X,ORDINE PUBLICA SI SIGURANTA NATIONALA,ACTIVE NEFINANCIARE,,,,,
RO20TREZ23A610000720000X,ORDINE PUBLICA SI SIGURANTA NATIONALA,ACTIVE FINANCIARE,,,,,
RO64TREZ23A610000750000X,ORDINE PUBLICA SI SIGURANTA NATIONALA,FONDUL NATIONAL DE DEZVOLTARE,,,,,
RO64TREZ23A610000750000X,ORDINE PUBLICA SI SIGURANTA NATIONALA,Ordine publica si siguranta nationala,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO64TREZ23A610000750000X,ORDINE PUBLICA SI SIGURANTA NATIONALA,Ordine publica si siguranta nationala,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO64TREZ23A610000750000X,ORDINE PUBLICA SI SIGURANTA NATIONALA,Ordine publica si siguranta nationala,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO08TREZ23A610000800000X,ORDINE PUBLICA SI SIGURANTA NATIONALA,IMPRUMUTURI,,,,,
RO55TREZ23A610000810000X,ORDINE PUBLICA SI SIGURANTA NATIONALA,RAMBURSARI DE CREDITE,,,,,
RO49TREZ23A610000850000X,ORDINE PUBLICA SI SIGURANTA NATIONALA,PLATI EFECTUATE IN ANII PRECEDENTI SI RECUPERATE IN ANUL CURENT,,,,,
RO48TREZ23A650000100000X,INVATAMANT,CHELTUIELI DE PERSONAL,,,,,
RO33TREZ23A650000200000X,INVATAMANT,BUNURI SI SERVICII,,,,,
RO18TREZ23A650000300000X,INVATAMANT,DOBANZI,,,,,
RO03TREZ23A650000400000X,INVATAMANT,SUBVENTII,,,,,
RO35TREZ23A650000510000X,INVATAMANT,TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,,
RO29TREZ23A650000550000X,INVATAMANT,ALTE TRANSFERURI,,,,,
RO76TREZ23A650000560000X,INVATAMANT,PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,,
RO26TREZ23A650000570000X,INVATAMANT,ASISTENTA SOCIALA,,,,,
RO23TREZ23A650000590000X,INVATAMANT,ALTE CHELTUIELI,,,,,
RO14TREZ23A650000650000X,INVATAMANT,CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,,,,,
RO05TREZ23A650000710000X,INVATAMANT,ACTIVE NEFINANCIARE,,,,,
RO52TREZ23A650000720000X,INVATAMANT,ACTIVE FINANCIARE,,,,,
RO96TREZ23A650000750000X,INVATAMANT,FONDUL NATIONAL DE DEZVOLTARE,,,,,
RO96TREZ23A650000750000X,INVATAMANT,Invatamant,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO96TREZ23A650000750000X,INVATAMANT,Invatamant,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO96TREZ23A650000750000X,INVATAMANT,Invatamant,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO40TREZ23A650000800000X,INVATAMANT,IMPRUMUTURI,,,,,
RO87TREZ23A650000810000X,INVATAMANT,RAMBURSARI DE CREDITE,,,,,
RO81TREZ23A650000850000X,INVATAMANT,PLATI EFECTUATE IN ANII PRECEDENTI SI RECUPERATE IN ANUL CURENT,,,,,
RO56TREZ23A660000100000X,SANATATE,CHELTUIELI DE PERSONAL,,,,,
RO41TREZ23A660000200000X,SANATATE,BUNURI SI SERVICII,,,,,
RO26TREZ23A660000300000X,SANATATE,DOBANZI,,,,,
RO11TREZ23A660000400000X,SANATATE,SUBVENTII,,,,,
RO43TREZ23A660000510000X,SANATATE,TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,,
RO37TREZ23A660000550000X,SANATATE,ALTE TRANSFERURI,,,,,
RO84TREZ23A660000560000X,SANATATE,PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,,
RO34TREZ23A660000570000X,SANATATE,ASISTENTA SOCIALA,,,,,
RO31TREZ23A660000590000X,SANATATE,ALTE CHELTUIELI,,,,,
RO22TREZ23A660000650000X,SANATATE,CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,,,,,
RO13TREZ23A660000710000X,SANATATE,ACTIVE NEFINANCIARE,,,,,
RO60TREZ23A660000720000X,SANATATE,ACTIVE FINANCIARE,,,,,
RO07TREZ23A660000750000X,SANATATE,FONDUL NATIONAL DE DEZVOLTARE,,,,,
RO07TREZ23A660000750000X,SANATATE,Sanatate,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO07TREZ23A660000750000X,SANATATE,Sanatate,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO07TREZ23A660000750000X,SANATATE,Sanatate,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,,,
RO48TREZ23A660000800000X,SANATATE,IMPRUMUTURI,,,,,
RO95TREZ23A660000810000X,SANATATE,RAMBURSARI DE CREDITE,,,,,
RO89TREZ23A660000850000X,SANATATE,PLATI EFECTUATE IN ANII PRECEDENTI SI RECUPERATE IN ANUL CURENT,,,,,
RO64TREZ23A670000100000X,CULTURA,RECREERE SI RELIGIE,CHELTUIELI DE PERSONAL,,,,
RO49TREZ23A670000200000X,CULTURA,RECREERE SI RELIGIE,BUNURI SI SERVICII,,,,
RO34TREZ23A670000300000X,CULTURA,RECREERE SI RELIGIE,DOBANZI,,,,
RO19TREZ23A670000400000X,CULTURA,RECREERE SI RELIGIE,SUBVENTII,,,,
RO51TREZ23A670000510000X,CULTURA,RECREERE SI RELIGIE,TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,
RO45TREZ23A670000550000X,CULTURA,RECREERE SI RELIGIE,ALTE TRANSFERURI,,,,
RO92TREZ23A670000560000X,CULTURA,RECREERE SI RELIGIE,PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,
RO42TREZ23A670000570000X,CULTURA,RECREERE SI RELIGIE,ASISTENTA SOCIALA,,,,
RO39TREZ23A670000590000X,CULTURA,RECREERE SI RELIGIE,ALTE CHELTUIELI,,,,
RO30TREZ23A670000650000X,CULTURA,RECREERE SI RELIGIE,CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,,,,
RO21TREZ23A670000710000X,CULTURA,RECREERE SI RELIGIE,ACTIVE NEFINANCIARE,,,,
RO68TREZ23A670000720000X,CULTURA,RECREERE SI RELIGIE,ACTIVE FINANCIARE,,,,
RO15TREZ23A670000750000X,CULTURA,RECREERE SI RELIGIE,FONDUL NATIONAL DE DEZVOLTARE,,,,
RO15TREZ23A670000750000X,CULTURA,RECREERE SI RELIGIE,Cultura,recreere si religie,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,
RO15TREZ23A670000750000X,CULTURA,RECREERE SI RELIGIE,Cultura,recreere si religie,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,
RO15TREZ23A670000750000X,CULTURA,RECREERE SI RELIGIE,Cultura,recreere si religie,TITLUL XIV FONDUL NATIONAL DE DEZVOLTARE,,
RO56TREZ23A670000800000X,CULTURA,RECREERE SI RELIGIE,IMPRUMUTURI,,,,
RO06TREZ23A670000810000X,CULTURA,RECREERE SI RELIGIE,RAMBURSARI DE CREDITE,,,,
RO97TREZ23A670000850000X,CULTURA,RECREERE SI RELIGIE,PLATI EFECTUATE IN ANII PRECEDENTI SI RECUPERATE IN ANUL CURENT,,,,
RO72TREZ23A680000100000X,ASIGURARI SI ASISTENTA SOCIALA,CHELTUIELI DE PERSONAL,,,,,
RO57TREZ23A680000200000X,ASIGURARI SI ASISTENTA SOCIALA,BUNURI SI SERVICII,,,,,
RO42TREZ23A680000300000X,ASIGURARI SI ASISTENTA SOCIALA,DOBANZI,,,,,
RO27TREZ23A680000400000X,ASIGURARI SI ASISTENTA SOCIALA,SUBVENTII,,,,,
RO59TREZ23A680000510000X,ASIGURARI SI ASISTENTA SOCIALA,TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,,
RO53TREZ23A680000550000X,ASIGURARI SI ASISTENTA SOCIALA,ALTE TRANSFERURI,,,,,
RO03TREZ23A680000560000X,ASIGURARI SI ASISTENTA SOCIALA,PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,,
